run_id,task_id,seed,generation_id,treatment,observed_status,pipeline_corrected_status,observed_syntax_compile_status,pipeline_corrected_syntax_compile_status,observed_runtime_timeout_status,pipeline_corrected_runtime_timeout_status,observed_evalplus_pass,pipeline_corrected_evalplus_pass,observed_output_sha256,pipeline_corrected_output_sha256,scaffold_sha256,evaluator_version,evaluator_engine
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/732,11,760389ebf0c04738fa39262e9e149afa65d3e0725c3aef6371985e0764236f65,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,a60e0b3efae489d408596e10b37c94bb3fe4946c209a442c02b589bb9c1d5a9a,a60e0b3efae489d408596e10b37c94bb3fe4946c209a442c02b589bb9c1d5a9a,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/732,22,afe03af955aacfdeb812be18a3bf00fbff4b4443a8892be47e71273135a87d88,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,a60e0b3efae489d408596e10b37c94bb3fe4946c209a442c02b589bb9c1d5a9a,a60e0b3efae489d408596e10b37c94bb3fe4946c209a442c02b589bb9c1d5a9a,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/732,33,95701b3ef9c5bd4edf67a9c110847197bea29a21a1c7b4c58be7ded9f999e915,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,a60e0b3efae489d408596e10b37c94bb3fe4946c209a442c02b589bb9c1d5a9a,a60e0b3efae489d408596e10b37c94bb3fe4946c209a442c02b589bb9c1d5a9a,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/732,44,7f9dd5abf274212a9bad69b2a986a5f7b5c3c7e5ee1afe3d0bc45be8b01e6e64,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,a60e0b3efae489d408596e10b37c94bb3fe4946c209a442c02b589bb9c1d5a9a,a60e0b3efae489d408596e10b37c94bb3fe4946c209a442c02b589bb9c1d5a9a,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/732,55,07e48acb6972972dd2fb33728025e11e7910161961c966789104f2e026b9b077,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,a60e0b3efae489d408596e10b37c94bb3fe4946c209a442c02b589bb9c1d5a9a,a60e0b3efae489d408596e10b37c94bb3fe4946c209a442c02b589bb9c1d5a9a,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/721,11,d03c7bcb43ccb18fde6378ff1466c0b122b66b74d4a4a2200e86d5ea23e751eb,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,9011f6407bf52c38056cd40fad4298cd3abf25950b622bec1a6f3c8bf24498d0,9011f6407bf52c38056cd40fad4298cd3abf25950b622bec1a6f3c8bf24498d0,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/721,22,4807c362a0dcf5c148a13d661888747969db5b5773de61e93f93fcd7e1b2ff5c,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,99e2fcc1b390ba9a7171b713bd6e9191712f1cdb13afa690cd75c105e8f3d526,99e2fcc1b390ba9a7171b713bd6e9191712f1cdb13afa690cd75c105e8f3d526,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/721,33,8fea0246f4742080be15d43de862bbff3602669a2e5d6cc659766d0a97f72f29,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,335fba8dd254c67f3711b4e7213ff5ebce3bcbea5f7257dc4ca3e2622eb91ff7,335fba8dd254c67f3711b4e7213ff5ebce3bcbea5f7257dc4ca3e2622eb91ff7,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/721,44,e45505d5acb293b478a8b73c4c40ff97fbe137bdcc273c2c2f1163c8ec9c3be6,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,a03d749b2b27445609eccc7f96491dfffbab65f8c6f25d2bebac0d3e0bc2ba52,a03d749b2b27445609eccc7f96491dfffbab65f8c6f25d2bebac0d3e0bc2ba52,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/721,55,3aef6d5b5fd7a14b560774e720711551c406827eacb0feb668600141476ae1d2,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,6b85090340404c3def5b3ec429d8f796cd3a83b638480bf4566204e334b20645,6b85090340404c3def5b3ec429d8f796cd3a83b638480bf4566204e334b20645,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/765,11,afa8fe88377f0622328f6f467c5e92864de7dd34bd7bf603b703b33e094ef7a6,P1_Generic_Code_Scaffold_v0,fail,fail,fail,fail,failure,failure,false,false,9f2ae903dbdc764d734c14ed673fd765649d4347f958353d31ca7350be25a0c0,9f2ae903dbdc764d734c14ed673fd765649d4347f958353d31ca7350be25a0c0,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/765,22,9698de75e34cd4671397ad840c1e051086d4f1d8eb74d9acd28f2b36ffdec4b8,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,23c8b993ea7a26e5ff8d62282a6d0a3215092f67d393beaf5f347a7bf98a56d8,23c8b993ea7a26e5ff8d62282a6d0a3215092f67d393beaf5f347a7bf98a56d8,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/765,33,d29cc128d90b26af673792782106cfb1b0b39182a0302f8bcee949d406f5ec98,P1_Generic_Code_Scaffold_v0,fail,fail,fail,fail,failure,failure,false,false,2c34cf6d6cff4e3dfc6648fc3c742bc53574d04280cce0b37a3ab6526f595ba8,2c34cf6d6cff4e3dfc6648fc3c742bc53574d04280cce0b37a3ab6526f595ba8,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/765,44,156327151ca989d137bb3873f745dc8c07c90e10b1daf965e7d564c728a661aa,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,77f60a28f3eff84c734625e6a8638fb94b232de4bdfb35398174317c5be4c149,77f60a28f3eff84c734625e6a8638fb94b232de4bdfb35398174317c5be4c149,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/765,55,9573a4f29dab282ca46dcba76337dba27b2513ae50cc3f791f2399424c13b2f9,P1_Generic_Code_Scaffold_v0,fail,fail,fail,fail,failure,failure,false,false,8be50fc8d14843464235263b91eae070955f4ecaaf321e9e94330386093a1c42,8be50fc8d14843464235263b91eae070955f4ecaaf321e9e94330386093a1c42,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/777,11,ee2cab43c522e3c981271e7f08d7faa0fd602c5bfd22b462506c1ff6782c568a,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/777,22,bce2fe2e987d5e076ec067816bd4477bd72f12ac06ba2a1a25be8cd7093aa105,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/777,33,c56bad2155dc2f66a02f25874d72b48aeb572f5b9566b96c74342a01a77801e5,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/777,44,27d0e32bf481b207af360ae3d8fed2e91dac8bfc9e757256e1989b9b883cdc03,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/777,55,969ddec92767c0af859be8357e3a8c42f5b1a7a73d4866fae081f4393fd98dde,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/473,11,4e1880eb87e7ec7cfa67d24dccea2fe36f3109f4a20293edbbd38cdd1a85321a,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,84a4267c772b217c3e8e114a7a3102e6385d7898a90a241c4e6eb690fbd6e4ef,84a4267c772b217c3e8e114a7a3102e6385d7898a90a241c4e6eb690fbd6e4ef,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/473,22,ea0d6a4cd678a2357ef180d0c60117f6b7a6fb1a8ab8caccfadcfc0f5d46225f,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,7dfb589d7589e71baeca21bdea697bd3e55b2cc8825da439ef9060dc368dbc3c,7dfb589d7589e71baeca21bdea697bd3e55b2cc8825da439ef9060dc368dbc3c,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/473,33,5b0fd45281c0defc49f018285db5c31d1c327224d6b0dc6ba0a08d9d8183fcbf,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,84a4267c772b217c3e8e114a7a3102e6385d7898a90a241c4e6eb690fbd6e4ef,84a4267c772b217c3e8e114a7a3102e6385d7898a90a241c4e6eb690fbd6e4ef,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/473,44,56a0b54dae1530b0c6cc4cd3788bde92e30c4552d068b342c1b66dca1f0754e1,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,7dfb589d7589e71baeca21bdea697bd3e55b2cc8825da439ef9060dc368dbc3c,7dfb589d7589e71baeca21bdea697bd3e55b2cc8825da439ef9060dc368dbc3c,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/473,55,8513d980318f4563be77d10623b4455258e55debddc019e07339c9ec14613fc5,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,7dfb589d7589e71baeca21bdea697bd3e55b2cc8825da439ef9060dc368dbc3c,7dfb589d7589e71baeca21bdea697bd3e55b2cc8825da439ef9060dc368dbc3c,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/420,11,cf86e22bf8d9e659f8cbfb67e77ff8be5fa6d7ec698707dfca2e2a925ce643ff,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,1f3fd202b2ff612ba20b4a957108a7dc117824836deb0396fc82895b628b2522,1f3fd202b2ff612ba20b4a957108a7dc117824836deb0396fc82895b628b2522,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/420,22,cf6430d5f93aecc12f8e03a2f7b8de9a6d99b02f4754d273d6fa8472927fc79a,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,8acc93ec16f9b720cd5b8ba2f0ed1a9c11e407a7c7cfcf6e23c975e7a3c2f522,8acc93ec16f9b720cd5b8ba2f0ed1a9c11e407a7c7cfcf6e23c975e7a3c2f522,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/420,33,666b3ff5a47931a55faf4ba2eaaa01eabbd19107e67d7a0e2979db19ff9e975f,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,ba5b49c23507a40902817c688aec3e662dd93103b5feec6f48e706f60df105b0,ba5b49c23507a40902817c688aec3e662dd93103b5feec6f48e706f60df105b0,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/420,44,3c701fb00df6237691e79aaeb7b7cc54a1ddc1a43f9b9e712fd5fa8907bc29c0,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,16a1ff084f2e007c9f4a3ee161aff8cacc3c4cfe082bfda9bb507542f3125fb4,16a1ff084f2e007c9f4a3ee161aff8cacc3c4cfe082bfda9bb507542f3125fb4,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/420,55,0251881b7e6ad7fcc7099ab90e913f58fe2343169529077a727c7f9034370c41,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,8acc93ec16f9b720cd5b8ba2f0ed1a9c11e407a7c7cfcf6e23c975e7a3c2f522,8acc93ec16f9b720cd5b8ba2f0ed1a9c11e407a7c7cfcf6e23c975e7a3c2f522,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/742,11,5aea53a20b1febb7e1eeb4ed93fc5216c31e5b24a7cc7f5ea38de126e33440d2,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,46fbb4f5940db6e31bdfb68c8cad8147d2a681f40b34ab40c20ce30214950b67,46fbb4f5940db6e31bdfb68c8cad8147d2a681f40b34ab40c20ce30214950b67,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/742,22,8cbab4f1829e18ed3bb1f07d9fd5edcadbf85254353c1d682a6a814806df9940,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,5772246b9eae2b6b4f4d293ab73e007dd54293b5455fdbddaf1f63a47d779de3,5772246b9eae2b6b4f4d293ab73e007dd54293b5455fdbddaf1f63a47d779de3,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/742,33,e9348a6169f4acb559ea6d1f62a5807363d63ed4b40013dc788cf73f6ff1c55a,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,5772246b9eae2b6b4f4d293ab73e007dd54293b5455fdbddaf1f63a47d779de3,5772246b9eae2b6b4f4d293ab73e007dd54293b5455fdbddaf1f63a47d779de3,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/742,44,6109fe2f73cbe25ebda2614563a4ef4644c343a8bc786770f2cf64efd1e6e3da,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,5772246b9eae2b6b4f4d293ab73e007dd54293b5455fdbddaf1f63a47d779de3,5772246b9eae2b6b4f4d293ab73e007dd54293b5455fdbddaf1f63a47d779de3,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/742,55,6aa02ae7d85110690abd2eed77911a0966fd4a11c50358453dcd622d9cdc2619,P1_Generic_Code_Scaffold_v0,pass,pass,pass,pass,success,success,true,true,f993c8fe81989761e7d6430f5f1b9e05aaca672ed86eb13ac84b638c5719345e,f993c8fe81989761e7d6430f5f1b9e05aaca672ed86eb13ac84b638c5719345e,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/279,11,4ef50719b6f9f9eda05c5be899dbfc6d3bd5eb27b5914e9976c21e03220d45a7,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,779c9890e439fab76828bd208193148daf5f167067c5081d322aa99d2539c369,779c9890e439fab76828bd208193148daf5f167067c5081d322aa99d2539c369,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/279,22,810f8f2f910fa891dcb3421a6569d98869571f7994be7a0b6d91f4be0ff0d2d6,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,ef5fa142d7eabd31a5027fbfc35a493794a7743c73563299e0a9cf6c14a72310,ef5fa142d7eabd31a5027fbfc35a493794a7743c73563299e0a9cf6c14a72310,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/279,33,6ba8763ff58080bd7b0a71e787b920bccba485f34093d9c901e11387e1223a0c,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,1359c0f7ca53c0eb006b1ed84f872ed2f235ce4537b224425042a37bca6f5bea,1359c0f7ca53c0eb006b1ed84f872ed2f235ce4537b224425042a37bca6f5bea,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/279,44,1baf100de9b3ad830b046800aa7f54f62ecc43074043e971ffc9c40b03eec83e,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,4129b11dde903c04cf552791f2f81aafd71d605645751580055519305cc6f5aa,4129b11dde903c04cf552791f2f81aafd71d605645751580055519305cc6f5aa,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/279,55,c8ce3b1a5e4281760604ccfbeb5537898bcd0258de0421e1b093b643ba5a0832,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,f3c8edcd288df78a2379a497d858d16a006340d7bc1fbdad47715701e9e3538a,f3c8edcd288df78a2379a497d858d16a006340d7bc1fbdad47715701e9e3538a,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/125,11,67887b051ae8e14e621af1c73f2369c3590a200086a14368f85e81c45a0dd2b2,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,3efa3ad1293bfc380bbe00a2ecc3f01ce0a6ba02356bb6b9f95303b0e29c3319,3efa3ad1293bfc380bbe00a2ecc3f01ce0a6ba02356bb6b9f95303b0e29c3319,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/125,22,3b7ad073f8c43d1eb5f660cf8fe63afe2a8810fb15e0396046ce8403cad22dab,P1_Generic_Code_Scaffold_v0,fail,fail,fail,fail,failure,failure,false,false,29f40c822b6a7b48046cd2f700d01473f74ce9858adf66b8e2c1fcdd9f8a07be,29f40c822b6a7b48046cd2f700d01473f74ce9858adf66b8e2c1fcdd9f8a07be,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/125,33,08f947f348b0cc64ea684223529e30739a2edf0cfb57b1805f2989e8ac9ab422,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,08581970479f644bc3d729aa19e44960eaab028a5f8c398e4f22e643d4eabe8e,08581970479f644bc3d729aa19e44960eaab028a5f8c398e4f22e643d4eabe8e,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/125,44,892c4b8e09644d06bc78c6d094fcc2c53a09916abc7c49983f0284917089200b,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,b5a4800368804eaa5fd9807a93a4ba4c2bbc43bd406e0dd91872ece93f4f8e24,b5a4800368804eaa5fd9807a93a4ba4c2bbc43bd406e0dd91872ece93f4f8e24,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/125,55,7969422520b0523bb72a8bcdb49b66a8dbb0fa0c93e6e4d439f416fba957d7fb,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,199ad5309dca62bb7c53bd293f5c1f5466eacd3e2bfdbc6e0c7cf17d3da3b7dd,199ad5309dca62bb7c53bd293f5c1f5466eacd3e2bfdbc6e0c7cf17d3da3b7dd,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/603,11,dbae68004ea29fe5f7a85d1c577b194a476591209f95aef21ab11732b0ea30ea,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,3de7493d337ae02f4c642c58d2a91fc5ac0ee5f41c0a7233dd9abc6549c90dc4,3de7493d337ae02f4c642c58d2a91fc5ac0ee5f41c0a7233dd9abc6549c90dc4,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/603,22,80e0042cfd8658cbd8824b052d035020739339c8d6176aff914bdd5eb835fcc7,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,84437fa8100d703e076edc1350acfa3d7b6633b5ef996a880a30959c45ffdd94,84437fa8100d703e076edc1350acfa3d7b6633b5ef996a880a30959c45ffdd94,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/603,33,c76d7ec2f46776fe4c1f398bb1d249afd91c83f4b920aeaeb4567016252a6436,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,3de7c3da217e10672adf30aa296aec284d5459880f5aca6703df305c091af427,3de7c3da217e10672adf30aa296aec284d5459880f5aca6703df305c091af427,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/603,44,e67929afe52382f4fbd4170ff5ca0565375d0cbd6738ad5f16aa31c3197a375a,P1_Generic_Code_Scaffold_v0,fail,fail,pass,pass,failure,failure,false,false,5211ef2f040bc644e80b9f11f8616c39c688c0a4431c6961c76bd0bde0bd01fb,5211ef2f040bc644e80b9f11f8616c39c688c0a4431c6961c76bd0bde0bd01fb,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_qwen35_9b_scaffold_v0_dev_run_002,Mbpp/603,55,af166102a134b03f7cf351ad173124791e4d92011b02c3a4f93b65adefb2cd02,P1_Generic_Code_Scaffold_v0,fail,fail,fail,fail,failure,failure,false,false,5a74ee9c6f529231b4e508ed578622d7b4b77150b3cc3d5981aa808c306972bb,5a74ee9c6f529231b4e508ed578622d7b4b77150b3cc3d5981aa808c306972bb,31969abe8799b1846c488d3f7fca558af79875c7eb90ab76db7a6b62ad263305,0.3.1,evalplus_0.3.1_check_correctness_subset
