item_id,run_id,repetition_index,generated_question,generated_answer,generated_correct_answer,status,error_log,included_in_avg,score_l2_1_contract,score_l2_2_purity,score_l3_total,score_l3_1_internal,score_l3_2_external,score_l4_total,score_l4_1_numeric,score_l4_2_visual,score_l4_3_artifacts,complexity_math_ops,complexity_ast_nodes,complexity_loop_depth,student_input_test,student_input_result,exec_time_ms
97ed41ee-bbe9-4cb4-b7cd-2e101b84c329,e1218051-bfd1-4afe-8e20-d58322acdba8,1,已知 f(x) = 4x^2 + x - 7，求 f'(x) 與 f''(x) 的值。,,"-2x^2 + x, -14x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,379,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
f3fa32ce-ffaf-4422-89ca-4a3491ea95a4,6d0457cd-1358-45a8-965e-480dbb1127dc,12,已知 $f(x) = - 5x - 1$，求 $f'(x)$。,-5,-5,PASS,,1,10,10,30,15,15,26,10,6,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
74f1f6b8-31fb-4f6d-948c-c457f6c128f2,6d0457cd-1358-45a8-965e-480dbb1127dc,13,已知 $f(x) = + 3x^{2} - 1$，求 $f'(x)$ 與 $f''(x)$。,"+6x, +6","+6x, +6",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
c69fa1ad-94fc-4a1b-b111-373e3757efbe,6d0457cd-1358-45a8-965e-480dbb1127dc,14,已知 $f(x) = 5x^{4} + 4x^{3} + 4x^{2} + 1$，求 $f'(x)$ 與 $f''(x)$。,"20x^3+12x^2+8x, 60x^2+24x+8","20x^3+12x^2+8x, 60x^2+24x+8",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
8b0c68ba-b8ab-424e-b612-5590fa9b80f1,6d0457cd-1358-45a8-965e-480dbb1127dc,15,已知 $f(x) = x^{2} + 3$，求 $f'(x)$。,2x,2x,PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
de27e536-e9ce-4de8-9126-971cd5b69374,6d0457cd-1358-45a8-965e-480dbb1127dc,16,已知 $f(x) = - 3x - 4$，求 $f'(x)$。,-3,-3,PASS,,1,10,10,30,15,15,26,10,6,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
f590fc4c-94ca-4831-96cf-703548d5d2b4,6d0457cd-1358-45a8-965e-480dbb1127dc,17,已知 $f(x) = - 4x + 3$，求 $f'(x)$ 與 $f^{(3)}(x)$。,"-4, ","-4, ",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
e3ac17e9-a945-466d-95e0-5dc440b1cb83,6d0457cd-1358-45a8-965e-480dbb1127dc,18,已知 $f(x) = x^{4} + 4x^{2} - 4$，求 $f'(x)$ 與 $f''(x)$。,"4x^3+8x, 12x^2+8","4x^3+8x, 12x^2+8",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
57be1a73-31ba-4332-bf01-51c241293529,6d0457cd-1358-45a8-965e-480dbb1127dc,19,已知 $f(x) = + 3x^{2} + x - 3$，求 $f'(x)$ 與 $f''(x)$。,"+6x+1, +6","+6x+1, +6",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
0339d563-8e4c-40f1-904b-c015c21b1cce,6d0457cd-1358-45a8-965e-480dbb1127dc,20,已知 $f(x) = - 4x^{2} + 4x + 5$，求 $f'(x)$ 與 $f''(x)$。,"-8x+4, -8","-8x+4, -8",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
ebddebf8-aaa3-493a-90e8-92fa0926a0d5,61d53690-b696-4f81-8b6e-79bb3be3c70d,1,已知 $f(x) = 3x^{5} + 10x^{4} - 8x^{2} - 8$，求 $f''(x)$ 與 $f^{(4)}(x)$。,"60x^3+120x^2-16, 360x+240","60x^3+120x^2-16, 360x+240",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
5b87f49f-96e3-4df3-be9e-c7a4ab0abec3,61d53690-b696-4f81-8b6e-79bb3be3c70d,2,已知 $f(x) = 3x^{5} + x^{4} - 10x + 9$，求 $f'(x)$ 與 $f^{(4)}(x)$。,"15x^4+4x^3-10, 360x+24","15x^4+4x^3-10, 360x+24",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
f1325bf5-ba26-4512-969d-07c66d6030a8,61d53690-b696-4f81-8b6e-79bb3be3c70d,3,已知 $f(x) = 2x^{4} - 3x^{2} - 6$，求 $f'(x)$ 與 $f''(x)$。,"8x^3-6x, 24x^2-6","8x^3-6x, 24x^2-6",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
69f3bd25-0810-44d8-a902-6eb7f399e98e,61d53690-b696-4f81-8b6e-79bb3be3c70d,4,已知 $f(x) = 7x^{4} + 3x^{2} - 6x - 5$，求 $f'(x)$ 與 $f^{(3)}(x)$。,"28x^3+6x-6, 168x","28x^3+6x-6, 168x",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
e2f4c488-3d33-4b60-be71-9de3217463aa,61d53690-b696-4f81-8b6e-79bb3be3c70d,5,已知 $f(x) = 5x^{3} - 3x^{2} + 2$，求 $f'(x)$ 與 $f''(x)$。,"15x^2-6x, 30x-6","15x^2-6x, 30x-6",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
7104f842-b17c-45f7-b440-e67efbdbad94,61d53690-b696-4f81-8b6e-79bb3be3c70d,6,已知 $f(x) = 3x^{3} - 6x^{2} + 2x + 9$，求 $f'(x)$ 與 $f''(x)$。,"9x^2-12x+2, 18x-12","9x^2-12x+2, 18x-12",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.15
d6c99c06-0ce2-4be4-aeca-2a8ebba0980c,61d53690-b696-4f81-8b6e-79bb3be3c70d,7,已知 $f(x) = 5x^{3} - x^{2} + 10x + 10$，求 $f'(x)$ 與 $f''(x)$。,"15x^2-2x+10, 30x-2","15x^2-2x+10, 30x-2",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.06
b26cebbb-c240-4d38-bae8-dbdc1d8f99fd,61d53690-b696-4f81-8b6e-79bb3be3c70d,8,已知 $f(x) = 7x^{5} + 10x^{3} - 9$，求 $f'(x)$ 與 $f''(x)$。,"35x^4+30x^2, 140x^3+60x","35x^4+30x^2, 140x^3+60x",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.23
45766b96-8e2c-4151-922a-549226b4f303,61d53690-b696-4f81-8b6e-79bb3be3c70d,9,已知 $f(x) = 5x^{3} + 2x^{2} - x + 10$，求 $f'(x)$ 與 $f''(x)$。,"15x^2+4x-1, 30x+4","15x^2+4x-1, 30x+4",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.06
12f2e9bf-cbaa-4676-acc8-f2cbd82f6ad2,61d53690-b696-4f81-8b6e-79bb3be3c70d,10,已知 $f(x) = - 4x^{3} + 6x^{2} - 4x + 5$，求 $f''(x)$ 與 $f^{(3)}(x)$。,"-24x+12, -24","-24x+12, -24",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.05
77befd07-532d-42db-b6f8-ebbbf1fb94a1,61d53690-b696-4f81-8b6e-79bb3be3c70d,11,已知 $f(x) = 7x^{3} - 2x^{2} + 6$，求 $f'(x)$ 與 $f''(x)$。,"21x^2-4x, 42x-4","21x^2-4x, 42x-4",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.05
27fba36c-5581-4428-b598-87ff92871885,61d53690-b696-4f81-8b6e-79bb3be3c70d,12,已知 $f(x) = 10x^{5} - 8x^{4} + 5x^{3} - 5x^{2} + 5$，求 $f'(x)$ 與 $f''(x)$。,"50x^4-32x^3+15x^2-10x, 200x^3-96x^2+30x-10","50x^4-32x^3+15x^2-10x, 200x^3-96x^2+30x-10",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.11
bd606ccf-fce6-4dd8-b00c-ebe472121223,61d53690-b696-4f81-8b6e-79bb3be3c70d,13,已知 $f(x) = 8x^{5} + 5x^{4} - 6x^{3} + 2x^{2} - 10x - 5$，求 $f''(x)$ 與 $f^{(4)}(x)$。,"160x^3+60x^2-36x+4, 960x+120","160x^3+60x^2-36x+4, 960x+120",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.05
2e0953f4-37b1-4959-aba8-702eca99bdd0,61d53690-b696-4f81-8b6e-79bb3be3c70d,14,已知 $f(x) = 2x^{3} - 10x - 4$，求 $f'(x)$ 與 $f''(x)$。,"6x^2-10, 12x","6x^2-10, 12x",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
6b8a4f94-8725-421c-a059-c730a22b5701,61d53690-b696-4f81-8b6e-79bb3be3c70d,15,已知 $f(x) = 7x^{3} + x^{2} + 7x - 7$，求 $f'(x)$ 與 $f''(x)$。,"21x^2+2x+7, 42x+2","21x^2+2x+7, 42x+2",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
12a51dbc-2ac6-4c4c-881e-797e54b60fef,61d53690-b696-4f81-8b6e-79bb3be3c70d,16,已知 $f(x) = x^{3} + 8x^{2} + x - 2$，求 $f'(x)$ 與 $f''(x)$。,"3x^2+16x+1, 6x+16","3x^2+16x+1, 6x+16",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
8c6fd2bd-a87c-4dbe-bbdf-68770e685793,61d53690-b696-4f81-8b6e-79bb3be3c70d,17,已知 $f(x) = + 8x^{2} - 7x - 4$，求 $f'(x)$ 與 $f''(x)$。,"+16x-7, +16","+16x-7, +16",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
1c9f4231-5f22-4800-9a3b-665bd8a05764,61d53690-b696-4f81-8b6e-79bb3be3c70d,18,已知 $f(x) = 7x^{3} + x^{2} + 5$，求 $f'(x)$ 與 $f''(x)$。,"21x^2+2x, 42x+2","21x^2+2x, 42x+2",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
f1e03f3e-167f-4155-aefe-7fdbf11accf8,61d53690-b696-4f81-8b6e-79bb3be3c70d,19,已知 $f(x) = 4x^{3} - 10x^{2} + 6x + 10$，求 $f'(x)$ 與 $f''(x)$。,"12x^2-20x+6, 24x-20","12x^2-20x+6, 24x-20",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
d9649948-41ff-4709-9ff4-e452457022d7,61d53690-b696-4f81-8b6e-79bb3be3c70d,20,已知 $f(x) = - 10x^{2} + x - 2$，求 $f'(x)$ 與 $f''(x)$。,"-20x+1, -20","-20x+1, -20",PASS,,1,10,10,30,15,15,28,10,8,10,0,3623,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
69f53ad3-9900-40e9-9bdd-90ce0aa964a4,3d409aeb-d542-42aa-afb1-aa32376389bb,1,已知 $f(x) = - 4x^{3} - 1$，求 $f''(x)$ 與 $f^{(3)}(x)$。,"-24x, -24","-24x, -24",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
f4f6d1bd-be42-43c3-bb73-1e69c4bfabaf,3d409aeb-d542-42aa-afb1-aa32376389bb,2,已知 $f(x) = 4x^{4} - 3$，求 $f'(x)$ 與 $f''(x)$。,"16x^3, 48x^2","16x^3, 48x^2",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
2dfcf869-7d41-4376-aed1-14c3c38e3733,3d409aeb-d542-42aa-afb1-aa32376389bb,3,已知 $f(x) = 5x^{3} + x - 4$，求 $f'(x)$ 與 $f''(x)$。,"15x^2+1, 30x","15x^2+1, 30x",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
5fef0a43-f023-4bc5-ab0c-0cbf7529c8f7,3d409aeb-d542-42aa-afb1-aa32376389bb,4,已知 $f(x) = + 4x^{3} - 5x^{2} + 5$，求 $f''(x)$ 與 $f^{(3)}(x)$。,"+24x-10, +24","+24x-10, +24",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.05
e497f559-3568-4057-953b-57a5038f6add,3d409aeb-d542-42aa-afb1-aa32376389bb,5,已知 $f(x) = 2x^{3} - 4$，求 $f'(x)$ 與 $f''(x)$。,"6x^2, 12x","6x^2, 12x",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
4bcca955-ab52-40df-9eb2-e4ae32ea6311,3d409aeb-d542-42aa-afb1-aa32376389bb,6,已知 $f(x) = 5x^{2} + 2$，求 $f'(x)$。,10x,10x,PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
1b269c5b-f56c-46af-af7b-533348ed7fb5,3d409aeb-d542-42aa-afb1-aa32376389bb,7,已知 $f(x) = 4x^{2} - 4$，求 $f'(x)$。,8x,8x,PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
4dfb2de1-0012-4cdf-8f5e-276cb25fd7e2,3d409aeb-d542-42aa-afb1-aa32376389bb,8,已知 $f(x) = - 3x + 5$，求 $f'(x)$。,-3,-3,PASS,,1,10,10,30,15,15,26,10,6,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
ae55bd2a-965a-45fc-a1b4-1002813b8afc,3d409aeb-d542-42aa-afb1-aa32376389bb,9,已知 $f(x) = 3x^{2} - 5$，求 $f'(x)$。,6x,6x,PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
3870a115-ccd8-4a8d-8106-fdeadb5e597a,3d409aeb-d542-42aa-afb1-aa32376389bb,10,已知 $f(x) = x^{3} - x^{2} + 5$，求 $f'(x)$ 與 $f''(x)$。,"3x^2-2x, 6x-2","3x^2-2x, 6x-2",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
8565a11b-b6ad-41f8-a648-85cb4bdabc85,3d409aeb-d542-42aa-afb1-aa32376389bb,11,已知 $f(x) = x^{4} + 5x^{3} - 3x^{2} - 3$，求 $f'(x)$ 與 $f''(x)$。,"4x^3+15x^2-6x, 12x^2+30x-6","4x^3+15x^2-6x, 12x^2+30x-6",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
909adeb0-87c0-481a-9278-4e36ca9d8e5c,3d409aeb-d542-42aa-afb1-aa32376389bb,12,已知 $f(x) = 5x^{3} - 3x^{2} - 2$，求 $f'(x)$ 與 $f''(x)$。,"15x^2-6x, 30x-6","15x^2-6x, 30x-6",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
c7586b6a-9af4-4b9f-8158-bf28dbdf0cb7,3d409aeb-d542-42aa-afb1-aa32376389bb,13,已知 $f(x) = x^{4} - x^{2} - 2x - 4$，求 $f'(x)$ 與 $f''(x)$。,"4x^3-2x-2, 12x^2-2","4x^3-2x-2, 12x^2-2",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
329670eb-2035-4f89-9c77-1ff75e6d9528,3d409aeb-d542-42aa-afb1-aa32376389bb,14,已知 $f(x) = x^{2} + 1$，求 $f'(x)$。,2x,2x,PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
9449e6e3-c868-4e8a-a21a-0900055022a8,3d409aeb-d542-42aa-afb1-aa32376389bb,15,已知 $f(x) = + 3x^{3} - 5x^{2} - 4x - 1$，求 $f''(x)$ 與 $f^{(3)}(x)$。,"+18x-10, +18","+18x-10, +18",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
58b20e8f-f1dd-4716-8c53-5d2dc6f7b1cd,3d409aeb-d542-42aa-afb1-aa32376389bb,16,已知 $f(x) = 2x^{4} + 2x^{3} - 5x^{2} + 4$，求 $f'(x)$ 與 $f''(x)$。,"8x^3+6x^2-10x, 24x^2+12x-10","8x^3+6x^2-10x, 24x^2+12x-10",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
1d8e397f-65d8-41cc-8621-fb0c98951315,3d409aeb-d542-42aa-afb1-aa32376389bb,17,已知 $f(x) = - x - 1$，求 $f'(x)$ 與 $f''(x)$。,"-1, ","-1, ",ERROR,ValueError: max() iterable argument is empty,0,10,10,30,15,15,0,0,0,0,0,0,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
ecb0ff39-8829-4cee-90d0-d8e844fdc6ed,3d409aeb-d542-42aa-afb1-aa32376389bb,18,已知 $f(x) = + 4x - 1$，求 $f'(x)$。,+4,+4,PASS,,1,10,10,30,15,15,26,10,6,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
acb3fb5b-874e-435e-ac35-23b054c4cca8,3d409aeb-d542-42aa-afb1-aa32376389bb,19,已知 $f(x) = - x + 4$，求 $f'(x)$ 與 $f''(x)$。,"-1, ","-1, ",PASS,,1,10,10,30,15,15,26,10,6,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
0f4d7047-ff04-4091-be6e-36f35cb07cef,3d409aeb-d542-42aa-afb1-aa32376389bb,20,已知 $f(x) = - 3x - 3$，求 $f'(x)$ 與 $f''(x)$。,"-3, ","-3, ",PASS,,1,10,10,30,15,15,26,10,6,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
373ae5a7-8ff7-45eb-8bf2-65c4db655beb,481fa3c9-8d2f-4b2c-b2d4-438c402b286f,1,已知 $f(x) = 4x^{4} + 6x^{2} - 8x + 8$，求 $f'(x)$ 與 $f''(x)$。,"16x^3+12x-8, 48x^2+12","16x^3+12x-8, 48x^2+12",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
df5cbb0f-f46b-4dbd-b2c3-8276249c8c6e,481fa3c9-8d2f-4b2c-b2d4-438c402b286f,2,已知 $f(x) = - x^{2} - 3x - 9$，求 $f'(x)$ 與 $f''(x)$。,"-2x-3, -2","-2x-3, -2",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
5d581547-b91b-4263-943a-3d0aa1126f78,481fa3c9-8d2f-4b2c-b2d4-438c402b286f,3,已知 $f(x) = 2x^{4} + 5x^{3} - 3x^{2} - 6x - 2$，求 $f''(x)$ 與 $f^{(3)}(x)$。,"24x^2+30x-6, 48x+30","24x^2+30x-6, 48x+30",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
0319a041-81dc-401e-9c18-8c9433090bb9,481fa3c9-8d2f-4b2c-b2d4-438c402b286f,4,已知 $f(x) = 3x^{3} + 8x - 10$，求 $f'(x)$ 與 $f''(x)$。,"9x^2+8, 18x","9x^2+8, 18x",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
a67d0326-a04e-4f41-9f0d-1a41f2bd6e6a,481fa3c9-8d2f-4b2c-b2d4-438c402b286f,5,已知 $f(x) = - 8x^{3} + 8x - 10$，求 $f''(x)$ 與 $f^{(4)}(x)$。,"-48x, ","-48x, ",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
1d629b63-053a-4631-827e-cfe77795aab6,481fa3c9-8d2f-4b2c-b2d4-438c402b286f,6,已知 $f(x) = 10x^{4} - 3x^{2} + 7x + 4$，求 $f''(x)$ 與 $f^{(3)}(x)$。,"120x^2-6, 240x","120x^2-6, 240x",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
8cdd5b11-241d-451d-af88-a61652a6050f,481fa3c9-8d2f-4b2c-b2d4-438c402b286f,7,已知 $f(x) = 9x^{3} - 6x^{2} + 10$，求 $f'(x)$ 與 $f''(x)$。,"27x^2-12x, 54x-12","27x^2-12x, 54x-12",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
fa110553-f8ba-40ba-b7da-381da35fa0c8,481fa3c9-8d2f-4b2c-b2d4-438c402b286f,8,已知 $f(x) = x^{3} + 4x^{2} + 6$，求 $f'(x)$ 與 $f''(x)$。,"3x^2+8x, 6x+8","3x^2+8x, 6x+8",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
fedfe749-0034-41f2-bb35-242b1cf80348,481fa3c9-8d2f-4b2c-b2d4-438c402b286f,9,已知 $f(x) = 5x^{5} + 7x^{3} + 8x^{2} + 4x + 6$，求 $f''(x)$ 與 $f^{(4)}(x)$。,"100x^3+42x+16, 600x","100x^3+42x+16, 600x",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
05634c13-fbf0-40a4-b9b9-2d021da9a746,481fa3c9-8d2f-4b2c-b2d4-438c402b286f,10,已知 $f(x) = 2x^{4} - x^{3} - 7x^{2} + 3x + 1$，求 $f'(x)$ 與 $f''(x)$。,"8x^3-3x^2-14x+3, 24x^2-6x-14","8x^3-3x^2-14x+3, 24x^2-6x-14",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
b80f1343-aebd-4a61-8251-3fb07596267d,481fa3c9-8d2f-4b2c-b2d4-438c402b286f,11,已知 $f(x) = 6x^{4} - 6x^{3} - 2x^{2} - x + 6$，求 $f''(x)$ 與 $f^{(3)}(x)$。,"72x^2-36x-4, 144x-36","72x^2-36x-4, 144x-36",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
5c686802-b8c6-4eba-ba08-82da2ddc9103,481fa3c9-8d2f-4b2c-b2d4-438c402b286f,12,已知 $f(x) = + 3x^{4} - 5x^{2} - 5$，求 $f^{(3)}(x)$ 與 $f^{(4)}(x)$。,"+72x, +72","+72x, +72",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
1199d254-3127-4e04-ad33-1ab1199c1b40,481fa3c9-8d2f-4b2c-b2d4-438c402b286f,13,已知 $f(x) = 6x^{4} + 5x - 5$，求 $f'(x)$ 與 $f^{(3)}(x)$。,"24x^3+5, 144x","24x^3+5, 144x",PASS,,1,10,10,30,15,15,28,10,8,10,0,3628,3,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
