item_id,run_id,repetition_index,generated_question,generated_answer,generated_correct_answer,status,error_log,included_in_avg,score_l2_1_contract,score_l2_2_purity,score_l3_total,score_l3_1_internal,score_l3_2_external,score_l4_total,score_l4_1_numeric,score_l4_2_visual,student_input_test,student_input_result,exec_time_ms
5a34431c-7e79-45f0-a77a-ed01b46dfde0,2aafbb02-c656-49a3-86d9-32dd3d60a0c7,1,已知 f(x) = 7x^4 - 8x^3 + 10x^2 + x - 7，求 f'(x) 與 f''(x) 的值。,,"-8x^4 + 20x^3 + 18x^2 + x, 20x^4 + 36x^3 - 84x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
5202077b-11b3-40c9-9e18-717ee91138a0,7d23481f-6af2-4294-8c01-d15496c0fe3a,5,已知 f(x) = -10x^4 - 9x^3 + 7x^2 + x - 5，求 f'(x) 與 f''(x) 的值。,,"-9x^4 + 14x^3 + 18x^2 + x, 14x^4 + 36x^3 - 60x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
1def0082-cf17-478d-9225-b380b04eb18f,7d23481f-6af2-4294-8c01-d15496c0fe3a,6,已知 f(x) = -1x^2 + x + 5，求 f'(x) 與 f''(x) 的值。,,"4x^2 + x, 10x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
693339cb-603d-4bb3-94af-3bd0f866fbaf,7d23481f-6af2-4294-8c01-d15496c0fe3a,7,已知 f(x) = 5x^3 - 7x^2 + x + 1，求 f'(x) 與 f''(x) 的值。,,"-7x^3 + 14x^2 + x, 14x^3 + 6x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
544cfb9e-e173-49a6-b6bb-664aa0e1b854,7d23481f-6af2-4294-8c01-d15496c0fe3a,8,已知 f(x) = 6x^3 + 2x^2 + x，求 f'(x) 與 f''(x) 的值。,,"2x^3 - 2x^2, -2x^3",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
c76589a9-5540-4e81-bad0-7ad6cfd48dbe,7d23481f-6af2-4294-8c01-d15496c0fe3a,9,已知 f(x) = -6x^3 + 9x^2 + x + 8，求 f'(x) 與 f''(x) 的值。,,"9x^3 - 8x^2 + x, -8x^3 + 48x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
d233b74d-8287-4b04-aab9-b619de2dd7a2,7d23481f-6af2-4294-8c01-d15496c0fe3a,10,已知 f(x) = -4x^2 + x + 5，求 f'(x) 與 f''(x) 的值。,,"-1x^2 + x, 10x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
8eaf7757-2c8c-48a4-bea0-44cd6accaf92,7d23481f-6af2-4294-8c01-d15496c0fe3a,11,已知 f(x) = 7x^3 + 9x^2 + x - 10，求 f'(x) 與 f''(x) 的值。,,"9x^3 - 20x^2 + x, -20x^3 - 60x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
eae71b41-9d51-43d5-8d28-b0b60c102c64,7d23481f-6af2-4294-8c01-d15496c0fe3a,12,已知 f(x) = 2x^4 - 3x^3 + 4x^2 + x - 5，求 f'(x) 與 f''(x) 的值。,,"-3x^4 + 8x^3 + 9x^2 + x, 8x^4 + 18x^3 - 60x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
3308782e-ed80-4544-97ae-e6d05d6501d3,7d23481f-6af2-4294-8c01-d15496c0fe3a,13,已知 f(x) = -5x^3 - 9x^2 + x - 4，求 f'(x) 與 f''(x) 的值。,,"-9x^3 + 2x^2 + x, 2x^3 - 24x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
e3ee3f14-3308-4967-ada2-05909c53b81f,7d23481f-6af2-4294-8c01-d15496c0fe3a,14,已知 f(x) = -7x^2 + x + 7，求 f'(x) 與 f''(x) 的值。,,"-7x^3 + 8x^2 + x, 8x^3 + 42x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
1de5ae3e-6597-466f-8b41-57597845c527,7d23481f-6af2-4294-8c01-d15496c0fe3a,15,已知 f(x) = -1x^4 + 5x^3 + 1x^2 + x - 9，求 f'(x) 與 f''(x) 的值。,,"5x^4 + 2x^3 - 24x^2 + x, 2x^4 - 48x^3 - 108x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
88adca78-a1ea-4c7d-a5bc-d889d72d0816,7d23481f-6af2-4294-8c01-d15496c0fe3a,16,已知 f(x) = -7x^2 + x + 7，求 f'(x) 與 f''(x) 的值。,,"2x^2 + x, 14x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
280ac3c8-948a-4c24-8b78-95174f64a349,7d23481f-6af2-4294-8c01-d15496c0fe3a,17,已知 f(x) = -7x^4 + 6x^3 + 3x^2 + x + 1，求 f'(x) 與 f''(x) 的值。,,"6x^4 + 6x^3 + 9x^2 + x, 6x^4 + 18x^3 + 12x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
3e797339-0930-4fd2-99a8-77928357966a,7d23481f-6af2-4294-8c01-d15496c0fe3a,18,已知 f(x) = -5x^4 - 5x^3 - 6x^2 + x - 5，求 f'(x) 與 f''(x) 的值。,,"-5x^4 - 12x^3 + 12x^2 + x, -12x^4 + 24x^3 - 60x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
003d257d-0237-4ce1-b659-dbc021a17ae7,7d23481f-6af2-4294-8c01-d15496c0fe3a,19,已知 f(x) = -2x^4 - 1x^3 + 6x^2 - 2，求 f'(x) 與 f''(x) 的值。,,"-1x^4 + 12x^3 + x, 12x^4 - 24x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
bcab1afc-ba3c-4f11-b036-efab48518fff,7d23481f-6af2-4294-8c01-d15496c0fe3a,20,已知 f(x) = 8x^2 + x - 4，求 f'(x) 與 f''(x) 的值。,,"-8x^2 + x, -8x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
8bd63abd-4c6b-496d-969e-4c978bd65b36,3e8242aa-a115-41fd-b9d9-cf9886049655,1,已知 f(x) = 7x^3 + 8x^2 + x - 1，求 f'(x) 與 f''(x) 的值。,,"8x^3 - 10x^2 + x, -10x^3 - 6x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
fefac5c3-dca4-4a89-92da-a0d30d264c73,3e8242aa-a115-41fd-b9d9-cf9886049655,2,已知 f(x) = 9x^4 + 10x^3 - 2x^2 + x - 1，求 f'(x) 與 f''(x) 的值。,,"10x^4 - 4x^3 + 3x^2 + x, -4x^4 + 6x^3 - 12x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
80ead088-8da7-45a7-938e-b201d64ad237,3e8242aa-a115-41fd-b9d9-cf9886049655,3,已知 f(x) = -9x^3 - 8x^2 + x - 7，求 f'(x) 與 f''(x) 的值。,,"-9x^4 - 16x^3 - 3x^2 + x, -16x^4 - 6x^3 - 84x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
282686bd-9914-4447-83ee-895d3ce32764,3e8242aa-a115-41fd-b9d9-cf9886049655,4,已知 f(x) = 8x^2 + x + 9，求 f'(x) 與 f''(x) 的值。,,"-10x^2 + x, 18x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
fc55e9ea-0793-4b7d-87c7-1a7a1fa58365,3e8242aa-a115-41fd-b9d9-cf9886049655,5,已知 f(x) = 3x^3 - 5x^2 + x + 10，求 f'(x) 與 f''(x) 的值。,,"-5x^3 + 18x^2 + x, 18x^3 + 60x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
f598fff3-5519-48e9-843d-2e656449d0d9,3e8242aa-a115-41fd-b9d9-cf9886049655,6,已知 f(x) = 5x^2 + x - 1，求 f'(x) 與 f''(x) 的值。,,"3x^2 + x, -2x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
54d29f6f-7fcc-4aee-b7d3-445fb9ffdf03,3e8242aa-a115-41fd-b9d9-cf9886049655,7,已知 f(x) = 10x^2 + x - 9，求 f'(x) 與 f''(x) 的值。,,"-3x^2 + x, -18x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
753c9242-ef9b-46f8-9e7c-176379b76438,3e8242aa-a115-41fd-b9d9-cf9886049655,8,已知 f(x) = 8x^2 + x - 5，求 f'(x) 與 f''(x) 的值。,,"-4x^2 + x, -10x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
91f3a9d7-554f-4710-8cf4-6d4ab0914f6a,3e8242aa-a115-41fd-b9d9-cf9886049655,9,已知 f(x) = -3x^2 + x，求 f'(x) 與 f''(x) 的值。,,"-7x^2, ",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
4b814e23-3b4e-4dfb-a391-952b1977a5e1,3e8242aa-a115-41fd-b9d9-cf9886049655,10,已知 f(x) = 4x^3 + 8x^2 + x + 6，求 f'(x) 與 f''(x) 的值。,,"8x^3 + 12x^2 + x, 12x^3 + 36x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
9bd08ecf-8725-4575-98e6-686c2b126357,3e8242aa-a115-41fd-b9d9-cf9886049655,11,已知 f(x) = 7x^2 + x + 8，求 f'(x) 與 f''(x) 的值。,,"6x^2 + x, 16x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
0e32cc59-bb65-4a75-85e2-192f5648ef43,3e8242aa-a115-41fd-b9d9-cf9886049655,12,已知 f(x) = 9x^4 - 2x^3 + 9x^2 + x + 3，求 f'(x) 與 f''(x) 的值。,,"-2x^4 + 18x^3 - 21x^2 + x, 18x^4 - 42x^3 + 36x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
cd92f740-452e-41d1-b254-2a8cb488c288,3e8242aa-a115-41fd-b9d9-cf9886049655,13,已知 f(x) = 2x^3 + 10x^2 + x + 9，求 f'(x) 與 f''(x) 的值。,,"10x^3 - 2x^2 + x, -2x^3 + 54x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
c940d445-ce4c-42a0-b7b6-9f768a05dbf2,3e8242aa-a115-41fd-b9d9-cf9886049655,14,已知 f(x) = -6x^2 + x - 4，求 f'(x) 與 f''(x) 的值。,,"4x^2 + x, -8x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
9cff5f9b-e8d3-4b03-9336-36b0e797deaf,3e8242aa-a115-41fd-b9d9-cf9886049655,15,已知 f(x) = -5x^2 + x - 7，求 f'(x) 與 f''(x) 的值。,,"-9x^2 + x, -14x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
14c13b98-dbbf-45e9-bf56-6850a5234535,3e8242aa-a115-41fd-b9d9-cf9886049655,16,已知 f(x) = 8x^3 + 5x^2 + x - 9，求 f'(x) 與 f''(x) 的值。,,"5x^3 - 20x^2 + x, -20x^3 - 54x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
5fabd60b-9a8c-4aa1-89d8-993d9b2ad1e1,3e8242aa-a115-41fd-b9d9-cf9886049655,17,已知 f(x) = 9x^4 + 1x^3 - 7x^2 + x + 3，求 f'(x) 與 f''(x) 的值。,,"1x^4 - 14x^3 - 24x^2 + x, -14x^4 - 48x^3 + 36x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
0780a487-3bcd-4c1d-b2d7-0c097530d740,3e8242aa-a115-41fd-b9d9-cf9886049655,18,已知 f(x) = 9x^3 - 1x^2 + x + 7，求 f'(x) 與 f''(x) 的值。,,"-1x^3 + 6x^2 + x, 6x^3 + 42x^2",PASS,,1,10,10,30,15,15,26,15,11,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
bf396982-bd96-4dbd-883a-3a419dd1c804,3e8242aa-a115-41fd-b9d9-cf9886049655,19,已知 f(x) = 8x^3 - 7x^2 + x + 5，求 f'(x) 與 f''(x) 的值。,,"-7x^3 - 14x^2 + x, -14x^3 + 30x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
36fad8f6-0514-4878-bec7-7074096c1e6e,3e8242aa-a115-41fd-b9d9-cf9886049655,20,已知 f(x) = 2x^4 - 10x^3 + 7x^2 + x - 8，求 f'(x) 與 f''(x) 的值。,,"-10x^4 + 14x^3 + 21x^2 + x, 14x^4 + 42x^3 - 96x^2",PASS,,1,10,10,30,15,15,27,15,12,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
025f72ed-b717-471c-a614-36a3a25387ab,74fd6b4f-0a33-497f-89db-1929cc5caf37,1,已知 $f(x) = 2x^{3} - 6x^{2} + 8$，求 $f'(x)$ 與 $f''(x)$。,"6x^2-12x, 12x-12","6x^2-12x, 12x-12",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
10ca15ba-cdd0-4b95-87df-09c33c398861,74fd6b4f-0a33-497f-89db-1929cc5caf37,2,已知 $f(x) = - 7x^{2} + 6x - 10$，求 $f''(x)$ 與 $f^{(3)}(x)$。,"-14, ","-14, ",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
a6497fc2-388c-43ad-a1a2-0e2709462a1e,74fd6b4f-0a33-497f-89db-1929cc5caf37,3,已知 $f(x) = 5x^{3} + x^{2} + x + 7$，求 $f'(x)$ 與 $f''(x)$。,"15x^2+2x+1, 30x+2","15x^2+2x+1, 30x+2",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
8222e766-b510-447f-9468-65779ed22525,74fd6b4f-0a33-497f-89db-1929cc5caf37,4,已知 $f(x) = 5x^{4} - 7x + 6$，求 $f'(x)$ 與 $f^{(3)}(x)$。,"20x^3-7, 120x","20x^3-7, 120x",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
04a6c04c-640c-4ad8-a069-d621c2b76dc5,74fd6b4f-0a33-497f-89db-1929cc5caf37,5,已知 $f(x) = 10x^{3} - 9x^{2} + 3x + 4$，求 $f'(x)$ 與 $f''(x)$。,"30x^2-18x+3, 60x-18","30x^2-18x+3, 60x-18",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
dca82c48-2194-45e6-a803-0a7f79b20f08,74fd6b4f-0a33-497f-89db-1929cc5caf37,6,已知 $f(x) = 9x^{4} + x^{2} + 8x - 4$，求 $f''(x)$ 與 $f^{(3)}(x)$。,"108x^2+2, 216x","108x^2+2, 216x",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
95eb37cc-79c1-4dc5-9849-23fda00696d5,74fd6b4f-0a33-497f-89db-1929cc5caf37,7,已知 $f(x) = 9x^{3} + 9x^{2} - 5x - 3$，求 $f'(x)$ 與 $f''(x)$。,"27x^2+18x-5, 54x+18","27x^2+18x-5, 54x+18",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
d8aa5df9-f129-4317-b232-ec1c8c9eaaf1,74fd6b4f-0a33-497f-89db-1929cc5caf37,8,已知 $f(x) = - 7x^{4} + 4x - 9$，求 $f'(x)$ 與 $f''(x)$。,"-28x^3+4, -84x^2","-28x^3+4, -84x^2",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
ef516cc6-5451-4761-a62d-eec6b9efc653,74fd6b4f-0a33-497f-89db-1929cc5caf37,9,已知 $f(x) = + 9x^{2} + 5x - 3$，求 $f'(x)$ 與 $f''(x)$。,"+18x+5, +18","+18x+5, +18",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
14e35f92-35c1-4de4-8086-7e1f9af7c220,74fd6b4f-0a33-497f-89db-1929cc5caf37,10,已知 $f(x) = 2x^{5} - 9x^{4} + 5x^{2} + 3x + 3$，求 $f'(x)$ 與 $f''(x)$。,"10x^4-36x^3+10x+3, 40x^3-108x^2+10","10x^4-36x^3+10x+3, 40x^3-108x^2+10",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
1c9fadad-b1c9-4763-97ec-555a9000ce0e,74fd6b4f-0a33-497f-89db-1929cc5caf37,11,已知 $f(x) = 9x^{5} + 2x^{2} + 10x - 3$，求 $f''(x)$ 與 $f^{(4)}(x)$。,"180x^3+4, 1080x","180x^3+4, 1080x",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
abe711c1-87a6-4ded-892a-58b1406ba1ce,74fd6b4f-0a33-497f-89db-1929cc5caf37,12,已知 $f(x) = + 2x^{3} - 10x^{2} + 6x - 6$，求 $f'(x)$ 與 $f^{(3)}(x)$。,"+6x^2-20x+6, +12","+6x^2-20x+6, +12",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
014fcaa7-9635-42ea-9824-c05c64dae9b3,74fd6b4f-0a33-497f-89db-1929cc5caf37,13,已知 $f(x) = - 4x^{4} + 2x + 2$，求 $f'(x)$ 與 $f^{(3)}(x)$。,"-16x^3+2, -96x","-16x^3+2, -96x",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
7d7c2d0b-5b29-4fee-9371-c0e7c1c4aede,74fd6b4f-0a33-497f-89db-1929cc5caf37,14,已知 $f(x) = 8x^{3} + x^{2} - 8$，求 $f'(x)$ 與 $f''(x)$。,"24x^2+2x, 48x+2","24x^2+2x, 48x+2",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
2013dcdf-c0da-4c02-92db-5ed3fc10e41e,74fd6b4f-0a33-497f-89db-1929cc5caf37,15,已知 $f(x) = 4x^{3} - x + 9$，求 $f'(x)$ 與 $f''(x)$。,"12x^2-1, 24x","12x^2-1, 24x",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
fe827975-5309-4ee3-bc76-2d66d1cf51af,74fd6b4f-0a33-497f-89db-1929cc5caf37,16,已知 $f(x) = x^{3} + 3x - 8$，求 $f'(x)$ 與 $f''(x)$。,"3x^2+3, 6x","3x^2+3, 6x",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
a5cb23d0-fbcc-497d-ac0d-73625dd24537,74fd6b4f-0a33-497f-89db-1929cc5caf37,17,已知 $f(x) = 5x^{5} - 6x^{4} - 9x^{3} - 6x^{2} - 8x + 2$，求 $f^{(3)}(x)$ 與 $f^{(4)}(x)$。,"300x^2-144x-54, 600x-144","300x^2-144x-54, 600x-144",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
fa52ae8e-4e74-4e04-a210-5989ce353f11,74fd6b4f-0a33-497f-89db-1929cc5caf37,18,已知 $f(x) = x^{4} + 9x + 3$，求 $f'(x)$ 與 $f''(x)$。,"4x^3+9, 12x^2","4x^3+9, 12x^2",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
3bb7af98-592e-4ec9-bea0-533a1877db56,74fd6b4f-0a33-497f-89db-1929cc5caf37,19,已知 $f(x) = - 6x^{2} - 9x + 1$，求 $f''(x)$ 與 $f^{(3)}(x)$。,"-12, ","-12, ",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
f6c82719-9f66-424b-81e9-2e044c448d65,74fd6b4f-0a33-497f-89db-1929cc5caf37,20,已知 $f(x) = 10x^{5} - 7x^{4} - 5x^{3} - 10x^{2} + 9$，求 $f'(x)$ 與 $f^{(3)}(x)$。,"50x^4-28x^3-15x^2-20x, 600x^2-168x-30","50x^4-28x^3-15x^2-20x, 600x^2-168x-30",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
760ad00b-57fb-427a-93d5-9158481ef98f,1d17c02c-5574-4450-a7ff-208abc8f5cbf,1,已知 $f(x) = 8x^{4} + 10x^{3} + 3x^{2} + 2x + 1$，求 $f''(x)$ 與 $f^{(3)}(x)$。,"96x^2+60x+6, 192x+60","96x^2+60x+6, 192x+60",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
51439b88-4350-47c8-aa8f-a9110776cac9,1d17c02c-5574-4450-a7ff-208abc8f5cbf,2,已知 $f(x) = 5x^{5} - x^{4} + 2x^{3} - 7x^{2} + 8x + 3$，求 $f'(x)$ 與 $f^{(4)}(x)$。,"25x^4-4x^3+6x^2-14x+8, 600x-24","25x^4-4x^3+6x^2-14x+8, 600x-24",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
84d9bf5f-715c-4109-979d-de7c54e4b098,1d17c02c-5574-4450-a7ff-208abc8f5cbf,3,已知 $f(x) = 9x^{4} + 4x^{3} + 5x^{2} - 5x - 9$，求 $f'(x)$ 與 $f^{(3)}(x)$。,"36x^3+12x^2+10x-5, 216x+24","36x^3+12x^2+10x-5, 216x+24",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
62a1d82b-2d68-4916-923b-2a75dc957262,1d17c02c-5574-4450-a7ff-208abc8f5cbf,4,已知 $f(x) = - 3x^{3} - 8x^{2} + 2$，求 $f'(x)$ 與 $f^{(3)}(x)$。,"-9x^2-16x, -18","-9x^2-16x, -18",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
5d2efcaa-178f-40c0-a9e8-bd730bce6ef3,1d17c02c-5574-4450-a7ff-208abc8f5cbf,5,已知 $f(x) = + 4x^{3} + 3x^{2} + 10$，求 $f'(x)$ 與 $f^{(3)}(x)$。,"+12x^2+6x, +24","+12x^2+6x, +24",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
2cd66092-22d7-4bc7-b274-7d6e59bf3630,1d17c02c-5574-4450-a7ff-208abc8f5cbf,6,已知 $f(x) = 7x^{5} + 10x + 9$，求 $f^{(3)}(x)$ 與 $f^{(4)}(x)$。,"420x^2, 840x","420x^2, 840x",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
754d9227-1b63-44ea-9646-d1b3373a0982,1d17c02c-5574-4450-a7ff-208abc8f5cbf,7,已知 $f(x) = 8x^{5} + 9x^{4} - 2x^{2} + 7$，求 $f'(x)$ 與 $f^{(4)}(x)$。,"40x^4+36x^3-4x, 960x+216","40x^4+36x^3-4x, 960x+216",PASS,,1,10,10,30,15,15,28,15,13,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
